Date,Value,ANFCI
1988-01-08,0.643,1.034
1988-01-15,0.546,0.9
1988-01-22,0.452,0.778
1988-01-29,0.364,0.67
1988-02-05,0.286,0.572
1988-02-12,0.22,0.479
1988-02-19,0.17,0.397
1988-02-26,0.135,0.333
1988-03-04,0.115,0.297
1988-03-11,0.109,0.291
1988-03-18,0.117,0.315
1988-03-25,0.134,0.354
1988-04-01,0.158,0.401
1988-04-08,0.186,0.448
1988-04-15,0.212,0.489
1988-04-22,0.234,0.523
1988-04-29,0.249,0.547
1988-05-06,0.256,0.559
1988-05-13,0.258,0.561
1988-05-20,0.257,0.554
1988-05-27,0.257,0.543
1988-06-03,0.26,0.54
1988-06-10,0.268,0.547
1988-06-17,0.282,0.569
1988-06-24,0.304,0.602
1988-07-01,0.332,0.643
1988-07-08,0.362,0.681
1988-07-15,0.391,0.715
1988-07-22,0.416,0.741
1988-07-29,0.433,0.756
1988-08-05,0.44,0.758
1988-08-12,0.436,0.741
1988-08-19,0.423,0.701
1988-08-26,0.4,0.637
1988-09-02,0.372,0.558
1988-09-09,0.339,0.473
1988-09-16,0.308,0.399
1988-09-23,0.279,0.343
1988-09-30,0.254,0.304
1988-10-07,0.233,0.274
1988-10-14,0.215,0.247
1988-10-21,0.2,0.217
1988-10-28,0.187,0.188
1988-11-04,0.176,0.165
1988-11-11,0.168,0.154
1988-11-18,0.162,0.153
1988-11-25,0.158,0.159
1988-12-02,0.154,0.165
1988-12-09,0.151,0.166
1988-12-16,0.147,0.162
1988-12-23,0.145,0.158
1988-12-30,0.144,0.157
1989-01-06,0.146,0.162
1989-01-13,0.152,0.172
1989-01-20,0.165,0.187
1989-01-27,0.189,0.21
1989-02-03,0.225,0.25
1989-02-10,0.274,0.316
1989-02-17,0.337,0.417
1989-02-24,0.409,0.546
1989-03-03,0.486,0.693
1989-03-10,0.562,0.837
1989-03-17,0.63,0.96
1989-03-24,0.683,1.048
1989-03-31,0.716,1.095
1989-04-07,0.726,1.103
1989-04-14,0.712,1.076
1989-04-21,0.674,1.015
1989-04-28,0.621,0.927
1989-05-05,0.555,0.814
1989-05-12,0.487,0.687
1989-05-19,0.421,0.563
1989-05-26,0.366,0.461
1989-06-02,0.325,0.397
1989-06-09,0.297,0.372
1989-06-16,0.28,0.378
1989-06-23,0.269,0.395
1989-06-30,0.26,0.398
1989-07-07,0.25,0.377
1989-07-14,0.237,0.327
1989-07-21,0.223,0.264
1989-07-28,0.211,0.209
1989-08-04,0.204,0.177
1989-08-11,0.206,0.181
1989-08-18,0.218,0.22
1989-08-25,0.241,0.287
1989-09-01,0.272,0.372
1989-09-08,0.306,0.462
1989-09-15,0.34,0.55
1989-09-22,0.367,0.623
1989-09-29,0.384,0.675
1989-10-06,0.387,0.697
1989-10-13,0.374,0.682
1989-10-20,0.346,0.633
1989-10-27,0.305,0.557
1989-11-03,0.254,0.469
1989-11-10,0.201,0.383
1989-11-17,0.149,0.31
1989-11-24,0.103,0.253
1989-12-01,0.066,0.212
1989-12-08,0.04,0.183
1989-12-15,0.026,0.162
1989-12-22,0.022,0.148
1989-12-29,0.026,0.14
1990-01-05,0.035,0.139
1990-01-12,0.047,0.139
1990-01-19,0.056,0.132
1990-01-26,0.063,0.117
1990-02-02,0.065,0.088
1990-02-09,0.062,0.047
1990-02-16,0.056,0.002
1990-02-23,0.05,-0.042
1990-03-02,0.046,-0.078
1990-03-09,0.045,-0.103
1990-03-16,0.051,-0.114
1990-03-23,0.062,-0.113
1990-03-30,0.077,-0.098
1990-04-06,0.094,-0.072
1990-04-13,0.107,-0.039
1990-04-20,0.114,-0.006
1990-04-27,0.111,0.016
1990-05-04,0.096,0.017
1990-05-11,0.071,-0.008
1990-05-18,0.036,-0.054
1990-05-25,-0.005,-0.113
1990-06-01,-0.049,-0.171
1990-06-08,-0.089,-0.218
1990-06-15,-0.122,-0.249
1990-06-22,-0.144,-0.266
1990-06-29,-0.155,-0.27
1990-07-06,-0.151,-0.26
1990-07-13,-0.136,-0.237
1990-07-20,-0.109,-0.196
1990-07-27,-0.072,-0.136
1990-08-03,-0.027,-0.064
1990-08-10,0.024,0.01
1990-08-17,0.077,0.08
1990-08-24,0.132,0.144
1990-08-31,0.187,0.207
1990-09-07,0.241,0.278
1990-09-14,0.292,0.361
1990-09-21,0.34,0.452
1990-09-28,0.383,0.539
1990-10-05,0.416,0.602
1990-10-12,0.439,0.632
1990-10-19,0.453,0.631
1990-10-26,0.458,0.607
1990-11-02,0.459,0.579
1990-11-09,0.459,0.558
1990-11-16,0.459,0.55
1990-11-23,0.464,0.554
1990-11-30,0.475,0.572
1990-12-07,0.488,0.598
1990-12-14,0.502,0.636
1990-12-21,0.517,0.687
1990-12-28,0.523,0.737
1991-01-04,0.515,0.764
1991-01-11,0.493,0.757
1991-01-18,0.452,0.701
1991-01-25,0.393,0.592
1991-02-01,0.324,0.461
1991-02-08,0.248,0.327
1991-02-15,0.172,0.215
1991-02-22,0.101,0.133
1991-03-01,0.036,0.078
1991-03-08,-0.021,0.035
1991-03-15,-0.071,-0.005
1991-03-22,-0.113,-0.048
1991-03-29,-0.149,-0.089
1991-04-05,-0.178,-0.121
1991-04-12,-0.202,-0.141
1991-04-19,-0.221,-0.151
1991-04-26,-0.235,-0.153
1991-05-03,-0.243,-0.154
1991-05-10,-0.247,-0.156
1991-05-17,-0.246,-0.155
1991-05-24,-0.242,-0.147
1991-05-31,-0.237,-0.132
1991-06-07,-0.235,-0.117
1991-06-14,-0.239,-0.111
1991-06-21,-0.25,-0.128
1991-06-28,-0.27,-0.17
1991-07-05,-0.299,-0.237
1991-07-12,-0.334,-0.316
1991-07-19,-0.373,-0.395
1991-07-26,-0.413,-0.462
1991-08-02,-0.45,-0.511
1991-08-09,-0.482,-0.545
1991-08-16,-0.507,-0.566
1991-08-23,-0.525,-0.581
1991-08-30,-0.538,-0.594
1991-09-06,-0.546,-0.603
1991-09-13,-0.552,-0.608
1991-09-20,-0.555,-0.608
1991-09-27,-0.558,-0.604
1991-10-04,-0.562,-0.6
1991-10-11,-0.566,-0.602
1991-10-18,-0.572,-0.609
1991-10-25,-0.579,-0.619
1991-11-01,-0.588,-0.63
1991-11-08,-0.597,-0.637
1991-11-15,-0.606,-0.64
1991-11-22,-0.616,-0.643
1991-11-29,-0.626,-0.652
1991-12-06,-0.636,-0.67
1991-12-13,-0.646,-0.697
1991-12-20,-0.654,-0.723
1991-12-27,-0.661,-0.743
1992-01-03,-0.663,-0.75
1992-01-10,-0.664,-0.744
1992-01-17,-0.662,-0.73
1992-01-24,-0.659,-0.718
1992-01-31,-0.656,-0.713
1992-02-07,-0.654,-0.716
1992-02-14,-0.653,-0.722
1992-02-21,-0.653,-0.727
1992-02-28,-0.654,-0.727
1992-03-06,-0.657,-0.726
1992-03-13,-0.662,-0.726
1992-03-20,-0.67,-0.733
1992-03-27,-0.682,-0.75
1992-04-03,-0.698,-0.774
1992-04-10,-0.717,-0.802
1992-04-17,-0.738,-0.829
1992-04-24,-0.76,-0.854
1992-05-01,-0.783,-0.876
1992-05-08,-0.804,-0.896
1992-05-15,-0.825,-0.914
1992-05-22,-0.843,-0.93
1992-05-29,-0.86,-0.94
1992-06-05,-0.875,-0.947
1992-06-12,-0.89,-0.953
1992-06-19,-0.903,-0.961
1992-06-26,-0.916,-0.973
1992-07-03,-0.926,-0.989
1992-07-10,-0.934,-1.004
1992-07-17,-0.939,-1.015
1992-07-24,-0.94,-1.017
1992-07-31,-0.938,-1.009
1992-08-07,-0.933,-0.994
1992-08-14,-0.925,-0.978
1992-08-21,-0.914,-0.964
1992-08-28,-0.899,-0.949
1992-09-04,-0.88,-0.932
1992-09-11,-0.858,-0.909
1992-09-18,-0.833,-0.874
1992-09-25,-0.803,-0.83
1992-10-02,-0.772,-0.782
1992-10-09,-0.742,-0.737
1992-10-16,-0.715,-0.699
1992-10-23,-0.693,-0.668
1992-10-30,-0.681,-0.648
1992-11-06,-0.68,-0.64
1992-11-13,-0.688,-0.644
1992-11-20,-0.706,-0.665
1992-11-27,-0.734,-0.708
1992-12-04,-0.769,-0.772
1992-12-11,-0.808,-0.847
1992-12-18,-0.846,-0.922
1992-12-25,-0.881,-0.985
1993-01-01,-0.909,-1.03
1993-01-08,-0.93,-1.055
1993-01-15,-0.945,-1.066
1993-01-22,-0.953,-1.069
1993-01-29,-0.957,-1.067
1993-02-05,-0.957,-1.065
1993-02-12,-0.956,-1.061
1993-02-19,-0.955,-1.055
1993-02-26,-0.955,-1.049
1993-03-05,-0.957,-1.045
1993-03-12,-0.961,-1.042
1993-03-19,-0.967,-1.041
1993-03-26,-0.974,-1.041
1993-04-02,-0.981,-1.04
1993-04-09,-0.987,-1.039
1993-04-16,-0.992,-1.038
1993-04-23,-0.994,-1.039
1993-04-30,-0.993,-1.044
1993-05-07,-0.991,-1.05
1993-05-14,-0.986,-1.054
1993-05-21,-0.983,-1.057
1993-05-28,-0.982,-1.059
1993-06-04,-0.985,-1.063
1993-06-11,-0.992,-1.071
1993-06-18,-1.005,-1.087
1993-06-25,-1.02,-1.108
1993-07-02,-1.038,-1.131
1993-07-09,-1.055,-1.152
1993-07-16,-1.07,-1.167
1993-07-23,-1.083,-1.176
1993-07-30,-1.091,-1.179
1993-08-06,-1.096,-1.18
1993-08-13,-1.097,-1.182
1993-08-20,-1.095,-1.183
1993-08-27,-1.09,-1.181
1993-09-03,-1.083,-1.174
1993-09-10,-1.074,-1.16
1993-09-17,-1.063,-1.139
1993-09-24,-1.05,-1.116
1993-10-01,-1.035,-1.094
1993-10-08,-1.019,-1.073
1993-10-15,-1.002,-1.054
1993-10-22,-0.984,-1.034
1993-10-29,-0.966,-1.013
1993-11-05,-0.951,-0.994
1993-11-12,-0.94,-0.98
1993-11-19,-0.936,-0.975
1993-11-26,-0.938,-0.984
1993-12-03,-0.946,-1.005
1993-12-10,-0.959,-1.031
1993-12-17,-0.975,-1.056
1993-12-24,-0.991,-1.075
1993-12-31,-1.004,-1.085
1994-01-07,-1.015,-1.085
1994-01-14,-1.021,-1.079
1994-01-21,-1.02,-1.066
1994-01-28,-1.013,-1.05
1994-02-04,-0.998,-1.028
1994-02-11,-0.977,-0.997
1994-02-18,-0.95,-0.957
1994-02-25,-0.92,-0.91
1994-03-04,-0.886,-0.857
1994-03-11,-0.852,-0.804
1994-03-18,-0.82,-0.756
1994-03-25,-0.79,-0.716
1994-04-01,-0.765,-0.684
1994-04-08,-0.745,-0.662
1994-04-15,-0.732,-0.644
1994-04-22,-0.723,-0.63
1994-04-29,-0.72,-0.621
1994-05-06,-0.718,-0.614
1994-05-13,-0.717,-0.613
1994-05-20,-0.718,-0.617
1994-05-27,-0.719,-0.622
1994-06-03,-0.718,-0.62
1994-06-10,-0.717,-0.612
1994-06-17,-0.715,-0.597
1994-06-24,-0.714,-0.582
1994-07-01,-0.716,-0.573
1994-07-08,-0.723,-0.581
1994-07-15,-0.735,-0.604
1994-07-22,-0.752,-0.641
1994-07-29,-0.77,-0.685
1994-08-05,-0.786,-0.727
1994-08-12,-0.8,-0.762
1994-08-19,-0.807,-0.787
1994-08-26,-0.806,-0.795
1994-09-02,-0.796,-0.786
1994-09-09,-0.778,-0.757
1994-09-16,-0.753,-0.71
1994-09-23,-0.724,-0.652
1994-09-30,-0.693,-0.591
1994-10-07,-0.665,-0.54
1994-10-14,-0.641,-0.504
1994-10-21,-0.62,-0.483
1994-10-28,-0.6,-0.472
1994-11-04,-0.579,-0.465
1994-11-11,-0.557,-0.451
1994-11-18,-0.531,-0.426
1994-11-25,-0.502,-0.39
1994-12-02,-0.471,-0.346
1994-12-09,-0.442,-0.299
1994-12-16,-0.419,-0.258
1994-12-23,-0.405,-0.231
1994-12-30,-0.403,-0.225
1995-01-06,-0.414,-0.243
1995-01-13,-0.437,-0.283
1995-01-20,-0.468,-0.339
1995-01-27,-0.504,-0.403
1995-02-03,-0.54,-0.465
1995-02-10,-0.573,-0.516
1995-02-17,-0.601,-0.551
1995-02-24,-0.621,-0.569
1995-03-03,-0.632,-0.573
1995-03-10,-0.637,-0.567
1995-03-17,-0.638,-0.556
1995-03-24,-0.637,-0.545
1995-03-31,-0.637,-0.537
1995-04-07,-0.639,-0.535
1995-04-14,-0.646,-0.542
1995-04-21,-0.656,-0.56
1995-04-28,-0.669,-0.588
1995-05-05,-0.683,-0.622
1995-05-12,-0.696,-0.656
1995-05-19,-0.705,-0.682
1995-05-26,-0.708,-0.694
1995-06-02,-0.705,-0.688
1995-06-09,-0.697,-0.672
1995-06-16,-0.687,-0.648
1995-06-23,-0.676,-0.629
1995-06-30,-0.668,-0.617
1995-07-07,-0.663,-0.615
1995-07-14,-0.664,-0.623
1995-07-21,-0.669,-0.635
1995-07-28,-0.676,-0.648
1995-08-04,-0.686,-0.66
1995-08-11,-0.695,-0.67
1995-08-18,-0.703,-0.675
1995-08-25,-0.708,-0.675
1995-09-01,-0.709,-0.667
1995-09-08,-0.707,-0.652
1995-09-15,-0.703,-0.634
1995-09-22,-0.698,-0.616
1995-09-29,-0.693,-0.601
1995-10-06,-0.692,-0.598
1995-10-13,-0.694,-0.604
1995-10-20,-0.7,-0.62
1995-10-27,-0.709,-0.641
1995-11-03,-0.721,-0.667
1995-11-10,-0.733,-0.69
1995-11-17,-0.742,-0.706
1995-11-24,-0.748,-0.713
1995-12-01,-0.749,-0.707
1995-12-08,-0.747,-0.69
1995-12-15,-0.743,-0.663
1995-12-22,-0.739,-0.635
1995-12-29,-0.739,-0.616
1996-01-05,-0.745,-0.614
1996-01-12,-0.756,-0.63
1996-01-19,-0.771,-0.663
1996-01-26,-0.789,-0.706
1996-02-02,-0.805,-0.747
1996-02-09,-0.817,-0.774
1996-02-16,-0.821,-0.786
1996-02-23,-0.817,-0.779
1996-03-01,-0.804,-0.756
1996-03-08,-0.784,-0.725
1996-03-15,-0.761,-0.686
1996-03-22,-0.737,-0.646
1996-03-29,-0.716,-0.607
1996-04-05,-0.699,-0.571
1996-04-12,-0.686,-0.543
1996-04-19,-0.681,-0.531
1996-04-26,-0.682,-0.538
1996-05-03,-0.688,-0.56
1996-05-10,-0.696,-0.591
1996-05-17,-0.705,-0.622
1996-05-24,-0.711,-0.646
1996-05-31,-0.714,-0.657
1996-06-07,-0.712,-0.656
1996-06-14,-0.708,-0.647
1996-06-21,-0.702,-0.635
1996-06-28,-0.698,-0.626
