Member Entity ID,Parent Entity ID,Campus ID,Relationship,Source Record ID,Observation ID,Relationship Basis,Registry Version
building:32671fd45dc4a4bb,campus:c48baf3f1c93e683,campus:c48baf3f1c93e683,building_in_campus,im3-source:40d68bd4a86110ab,im3:40d68bd4a86110ab,source-native building observation,9.6.2
building:32671fd45dc4a4bb,campus:c48baf3f1c93e683,campus:c48baf3f1c93e683,building_in_campus,osm-way-1287260557,gigawatt:osm-way-1287260557,source-native building observation,9.6.2
campus:c48baf3f1c93e683,campus:c48baf3f1c93e683,campus:c48baf3f1c93e683,observation_supports_campus,1075,fractracker:1075,campus identity evidence,9.6.2
campus:549f438b8b5c33cc,campus:549f438b8b5c33cc,campus:549f438b8b5c33cc,observation_supports_campus,1076,fractracker:1076,campus identity evidence,9.6.2
campus:dc049567c8c97283,campus:dc049567c8c97283,campus:dc049567c8c97283,observation_supports_campus,1080,fractracker:1080,campus identity evidence,9.6.2
campus:655b85e5b85c6d89,campus:655b85e5b85c6d89,campus:655b85e5b85c6d89,observation_supports_campus,1082,fractracker:1082,campus identity evidence,9.6.2
campus:a6c13d275cc117cd,campus:a6c13d275cc117cd,campus:a6c13d275cc117cd,observation_supports_campus,1084,fractracker:1084,campus identity evidence,9.6.2
campus:f5c810b16d5b66e1,campus:f5c810b16d5b66e1,campus:f5c810b16d5b66e1,observation_supports_campus,1085,fractracker:1085,campus identity evidence,9.6.2
campus:20954da1348c9945,campus:20954da1348c9945,campus:20954da1348c9945,observation_supports_campus,1087,fractracker:1087,campus identity evidence,9.6.2
building:e12927d4d8545aa2,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1000784035,gigawatt:osm-way-1000784035,source-native building observation,9.6.2
building:1796f9aab66d785d,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1059030596,gigawatt:osm-way-1059030596,source-native building observation,9.6.2
building:4c12ec3fc0f41d1a,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1059037050,gigawatt:osm-way-1059037050,source-native building observation,9.6.2
building:a5f0f46d23edaea2,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1059037051,gigawatt:osm-way-1059037051,source-native building observation,9.6.2
building:10c11d02ebfc3132,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1134911640,gigawatt:osm-way-1134911640,source-native building observation,9.6.2
building:ae58db1414f0bc10,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1134911641,gigawatt:osm-way-1134911641,source-native building observation,9.6.2
building:962b3b64b1e14ba9,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1221862807,gigawatt:osm-way-1221862807,source-native building observation,9.6.2
building:a37d65d854d352ef,campus:510fd814c1019ac6,campus:510fd814c1019ac6,building_in_campus,osm-way-1280340215,gigawatt:osm-way-1280340215,source-native building observation,9.6.2
campus:510fd814c1019ac6,campus:510fd814c1019ac6,campus:510fd814c1019ac6,observation_supports_campus,1088,fractracker:1088,campus identity evidence,9.6.2
campus:fa50fc3912667ec5,campus:fa50fc3912667ec5,campus:fa50fc3912667ec5,observation_supports_campus,1089,fractracker:1089,campus identity evidence,9.6.2
campus:3cd20fa1c7ea52fc,campus:3cd20fa1c7ea52fc,campus:3cd20fa1c7ea52fc,observation_supports_campus,1090,fractracker:1090,campus identity evidence,9.6.2
campus:d090a9c6ed3af5d7,campus:d090a9c6ed3af5d7,campus:d090a9c6ed3af5d7,observation_supports_campus,1092,fractracker:1092,campus identity evidence,9.6.2
campus:6a5391cc76299296,campus:6a5391cc76299296,campus:6a5391cc76299296,observation_supports_campus,1095,fractracker:1095,campus identity evidence,9.6.2
campus:963d73b63e72c2bf,campus:963d73b63e72c2bf,campus:963d73b63e72c2bf,observation_supports_campus,1096,fractracker:1096,campus identity evidence,9.6.2
campus:eb9fffcac1199b62,campus:eb9fffcac1199b62,campus:eb9fffcac1199b62,observation_supports_campus,1104,fractracker:1104,campus identity evidence,9.6.2
campus:338acdfb01c95f41,campus:338acdfb01c95f41,campus:338acdfb01c95f41,observation_supports_campus,1105,fractracker:1105,campus identity evidence,9.6.2
campus:3636f70401d39bb9,campus:3636f70401d39bb9,campus:3636f70401d39bb9,observation_supports_campus,1106,fractracker:1106,campus identity evidence,9.6.2
campus:e00ad765fb3ead56,campus:e00ad765fb3ead56,campus:e00ad765fb3ead56,observation_supports_campus,1107,fractracker:1107,campus identity evidence,9.6.2
building:0b283eb68b853033,campus:61da03f47ce2955f,campus:61da03f47ce2955f,building_in_campus,osm-way-1181391921,gigawatt:osm-way-1181391921,source-native building observation,9.6.2
building:ba0600b67dd6a3ef,campus:61da03f47ce2955f,campus:61da03f47ce2955f,building_in_campus,osm-way-1181391922,gigawatt:osm-way-1181391922,source-native building observation,9.6.2
campus:61da03f47ce2955f,campus:61da03f47ce2955f,campus:61da03f47ce2955f,observation_supports_campus,1108,fractracker:1108,campus identity evidence,9.6.2
campus:a866a3793f88d224,campus:a866a3793f88d224,campus:a866a3793f88d224,observation_supports_campus,1111,fractracker:1111,campus identity evidence,9.6.2
campus:8f31c5f68b1ad3b6,campus:8f31c5f68b1ad3b6,campus:8f31c5f68b1ad3b6,observation_supports_campus,1112,fractracker:1112,campus identity evidence,9.6.2
campus:658af7157c9b6dba,campus:658af7157c9b6dba,campus:658af7157c9b6dba,observation_supports_campus,1114,fractracker:1114,campus identity evidence,9.6.2
campus:2a7db6b0165480cb,campus:2a7db6b0165480cb,campus:2a7db6b0165480cb,observation_supports_campus,1115,fractracker:1115,campus identity evidence,9.6.2
campus:8e55e944d1c60e1e,campus:8e55e944d1c60e1e,campus:8e55e944d1c60e1e,observation_supports_campus,1116,fractracker:1116,campus identity evidence,9.6.2
campus:dd4d7f4e8059baff,campus:dd4d7f4e8059baff,campus:dd4d7f4e8059baff,observation_supports_campus,1118,fractracker:1118,campus identity evidence,9.6.2
campus:072e64d37c5b352a,campus:072e64d37c5b352a,campus:072e64d37c5b352a,observation_supports_campus,1119,fractracker:1119,campus identity evidence,9.6.2
campus:ffa916d0741e45d6,campus:ffa916d0741e45d6,campus:ffa916d0741e45d6,observation_supports_campus,1120,fractracker:1120,campus identity evidence,9.6.2
campus:dcc8d04d501d269c,campus:dcc8d04d501d269c,campus:dcc8d04d501d269c,observation_supports_campus,1123,fractracker:1123,campus identity evidence,9.6.2
campus:809258751d90fc72,campus:809258751d90fc72,campus:809258751d90fc72,observation_supports_campus,1125,fractracker:1125,campus identity evidence,9.6.2
campus:1b42e4b977b5684a,campus:1b42e4b977b5684a,campus:1b42e4b977b5684a,observation_supports_campus,1126,fractracker:1126,campus identity evidence,9.6.2
campus:efacebd14f7f288d,campus:efacebd14f7f288d,campus:efacebd14f7f288d,observation_supports_campus,1127,fractracker:1127,campus identity evidence,9.6.2
campus:d211dfa6678f897b,campus:d211dfa6678f897b,campus:d211dfa6678f897b,observation_supports_campus,1128,fractracker:1128,campus identity evidence,9.6.2
campus:d4614e3a48cff26a,campus:d4614e3a48cff26a,campus:d4614e3a48cff26a,observation_supports_campus,1129,fractracker:1129,campus identity evidence,9.6.2
campus:756b9b16cc4f2142,campus:756b9b16cc4f2142,campus:756b9b16cc4f2142,observation_supports_campus,113,fractracker:113,campus identity evidence,9.6.2
building:5e569b5461fe69fd,campus:23603b838d16d87c,campus:23603b838d16d87c,building_in_campus,im3-source:7893be4912f3a9e0,im3:7893be4912f3a9e0,source-native building observation,9.6.2
building:5e569b5461fe69fd,campus:23603b838d16d87c,campus:23603b838d16d87c,building_in_campus,osm-way-79818498,gigawatt:osm-way-79818498,source-native building observation,9.6.2
campus:23603b838d16d87c,campus:23603b838d16d87c,campus:23603b838d16d87c,observation_supports_campus,1130,fractracker:1130,campus identity evidence,9.6.2
building:8c2fdca4267cf0cd,campus:e0a08c155dc94c51,campus:e0a08c155dc94c51,building_in_campus,im3-source:09e64421b9d9875e,im3:09e64421b9d9875e,source-native building observation,9.6.2
campus:e0a08c155dc94c51,campus:e0a08c155dc94c51,campus:e0a08c155dc94c51,observation_supports_campus,1131,fractracker:1131,campus identity evidence,9.6.2
building:015a8b054a6d6abb,campus:535f8e2a9b098694,campus:535f8e2a9b098694,building_in_campus,im3-source:87ce3b5acf713006,im3:87ce3b5acf713006,source-native building observation,9.6.2
building:015a8b054a6d6abb,campus:535f8e2a9b098694,campus:535f8e2a9b098694,building_in_campus,osm-way-79298926,gigawatt:osm-way-79298926,source-native building observation,9.6.2
building:cae8f4325cfa2cb6,campus:535f8e2a9b098694,campus:535f8e2a9b098694,building_in_campus,im3-source:f61d72dc8feea2de,im3:f61d72dc8feea2de,source-native building observation,9.6.2
building:cae8f4325cfa2cb6,campus:535f8e2a9b098694,campus:535f8e2a9b098694,building_in_campus,osm-way-1134104431,gigawatt:osm-way-1134104431,source-native building observation,9.6.2
campus:535f8e2a9b098694,campus:535f8e2a9b098694,campus:535f8e2a9b098694,observation_supports_campus,1134,fractracker:1134,campus identity evidence,9.6.2
campus:9c7b4bffad6a60a2,campus:9c7b4bffad6a60a2,campus:9c7b4bffad6a60a2,observation_supports_campus,1135,fractracker:1135,campus identity evidence,9.6.2
campus:9c7b4bffad6a60a2,campus:9c7b4bffad6a60a2,campus:9c7b4bffad6a60a2,observation_supports_campus,1136,fractracker:1136,campus identity evidence,9.6.2
campus:b9189f8b3120c253,campus:b9189f8b3120c253,campus:b9189f8b3120c253,observation_supports_campus,1140,fractracker:1140,campus identity evidence,9.6.2
campus:039a9734e0e515bf,campus:039a9734e0e515bf,campus:039a9734e0e515bf,observation_supports_campus,1141,fractracker:1141,campus identity evidence,9.6.2
campus:f8ca6989ec835779,campus:f8ca6989ec835779,campus:f8ca6989ec835779,observation_supports_campus,1149,fractracker:1149,campus identity evidence,9.6.2
campus:5ff4499613430507,campus:5ff4499613430507,campus:5ff4499613430507,observation_supports_campus,115,fractracker:115,campus identity evidence,9.6.2
campus:9d756a29cadcc522,campus:9d756a29cadcc522,campus:9d756a29cadcc522,observation_supports_campus,1157,fractracker:1157,campus identity evidence,9.6.2
campus:8d5b1b1142643c96,campus:8d5b1b1142643c96,campus:8d5b1b1142643c96,observation_supports_campus,1160,fractracker:1160,campus identity evidence,9.6.2
campus:a3e85941bd7f46af,campus:a3e85941bd7f46af,campus:a3e85941bd7f46af,observation_supports_campus,1162,fractracker:1162,campus identity evidence,9.6.2
building:40383a1c2b7b11f4,campus:d98eef93a523237f,campus:d98eef93a523237f,building_in_campus,osm-way-1252196826,gigawatt:osm-way-1252196826,source-native building observation,9.6.2
campus:d98eef93a523237f,campus:d98eef93a523237f,campus:d98eef93a523237f,observation_supports_campus,1165,fractracker:1165,campus identity evidence,9.6.2
campus:595276ba127ece12,campus:595276ba127ece12,campus:595276ba127ece12,observation_supports_campus,1166,fractracker:1166,campus identity evidence,9.6.2
campus:b058cf3a3aefc764,campus:b058cf3a3aefc764,campus:b058cf3a3aefc764,observation_supports_campus,1168,fractracker:1168,campus identity evidence,9.6.2
campus:5e17be08f557241d,campus:5e17be08f557241d,campus:5e17be08f557241d,observation_supports_campus,1169,fractracker:1169,campus identity evidence,9.6.2
campus:e5c8a67646952f6d,campus:e5c8a67646952f6d,campus:e5c8a67646952f6d,observation_supports_campus,1170,fractracker:1170,campus identity evidence,9.6.2
campus:f61877b7fdba71f0,campus:f61877b7fdba71f0,campus:f61877b7fdba71f0,observation_supports_campus,1172,fractracker:1172,campus identity evidence,9.6.2
campus:de8d42fa4df99f12,campus:de8d42fa4df99f12,campus:de8d42fa4df99f12,observation_supports_campus,1173,fractracker:1173,campus identity evidence,9.6.2
campus:40a09774619011a7,campus:40a09774619011a7,campus:40a09774619011a7,observation_supports_campus,1174,fractracker:1174,campus identity evidence,9.6.2
campus:e12ce67bde1a3bb3,campus:e12ce67bde1a3bb3,campus:e12ce67bde1a3bb3,observation_supports_campus,1178,fractracker:1178,campus identity evidence,9.6.2
campus:30eb5f62229199c2,campus:30eb5f62229199c2,campus:30eb5f62229199c2,observation_supports_campus,1179,fractracker:1179,campus identity evidence,9.6.2
campus:c0ed6a77872587a4,campus:c0ed6a77872587a4,campus:c0ed6a77872587a4,observation_supports_campus,1181,fractracker:1181,campus identity evidence,9.6.2
campus:7934172b0e972652,campus:7934172b0e972652,campus:7934172b0e972652,observation_supports_campus,1185,fractracker:1185,campus identity evidence,9.6.2
campus:2078ba3d51c8a960,campus:2078ba3d51c8a960,campus:2078ba3d51c8a960,observation_supports_campus,1188,fractracker:1188,campus identity evidence,9.6.2
campus:70985e60099b3c77,campus:70985e60099b3c77,campus:70985e60099b3c77,observation_supports_campus,1189,fractracker:1189,campus identity evidence,9.6.2
campus:110533dbaf8434e9,campus:110533dbaf8434e9,campus:110533dbaf8434e9,observation_supports_campus,1190,fractracker:1190,campus identity evidence,9.6.2
building:cb2c161bf41229c5,campus:df3600bc478a45b0,campus:df3600bc478a45b0,building_in_campus,im3-source:0c7f55070c38a085,im3:0c7f55070c38a085,source-native building observation,9.6.2
campus:df3600bc478a45b0,campus:df3600bc478a45b0,campus:df3600bc478a45b0,observation_supports_campus,1191,fractracker:1191,campus identity evidence,9.6.2
campus:f09fd9d937c4b54b,campus:f09fd9d937c4b54b,campus:f09fd9d937c4b54b,observation_supports_campus,1194,fractracker:1194,campus identity evidence,9.6.2
campus:8e20615eb95a31c2,campus:8e20615eb95a31c2,campus:8e20615eb95a31c2,observation_supports_campus,1196,fractracker:1196,campus identity evidence,9.6.2
campus:8e0806ea9d02d6b9,campus:8e0806ea9d02d6b9,campus:8e0806ea9d02d6b9,observation_supports_campus,1198,fractracker:1198,campus identity evidence,9.6.2
campus:48483379d09200fa,campus:48483379d09200fa,campus:48483379d09200fa,observation_supports_campus,1199,fractracker:1199,campus identity evidence,9.6.2
campus:d9b25bbdc91b3398,campus:d9b25bbdc91b3398,campus:d9b25bbdc91b3398,observation_supports_campus,1202,fractracker:1202,campus identity evidence,9.6.2
campus:2128eb996adaefb5,campus:2128eb996adaefb5,campus:2128eb996adaefb5,observation_supports_campus,1203,fractracker:1203,campus identity evidence,9.6.2
campus:3c9218ade8b1b18a,campus:3c9218ade8b1b18a,campus:3c9218ade8b1b18a,observation_supports_campus,1207,fractracker:1207,campus identity evidence,9.6.2
campus:54a5830a17e6e50f,campus:54a5830a17e6e50f,campus:54a5830a17e6e50f,observation_supports_campus,1208,fractracker:1208,campus identity evidence,9.6.2
campus:b626e9a2e77f76c5,campus:b626e9a2e77f76c5,campus:b626e9a2e77f76c5,observation_supports_campus,1209,fractracker:1209,campus identity evidence,9.6.2
campus:2e389e6df2314ebb,campus:2e389e6df2314ebb,campus:2e389e6df2314ebb,observation_supports_campus,1210,fractracker:1210,campus identity evidence,9.6.2
campus:d9a988466431eb42,campus:d9a988466431eb42,campus:d9a988466431eb42,observation_supports_campus,1211,fractracker:1211,campus identity evidence,9.6.2
campus:5b377f2ea56b87ec,campus:5b377f2ea56b87ec,campus:5b377f2ea56b87ec,observation_supports_campus,1212,fractracker:1212,campus identity evidence,9.6.2
campus:9494cf333f3efb68,campus:9494cf333f3efb68,campus:9494cf333f3efb68,observation_supports_campus,1214,fractracker:1214,campus identity evidence,9.6.2
campus:036c9aa2f554d5b2,campus:036c9aa2f554d5b2,campus:036c9aa2f554d5b2,observation_supports_campus,1215,fractracker:1215,campus identity evidence,9.6.2
campus:f752aedaefdceea6,campus:f752aedaefdceea6,campus:f752aedaefdceea6,observation_supports_campus,1218,fractracker:1218,campus identity evidence,9.6.2
campus:0d2dc76d6bb3abc5,campus:0d2dc76d6bb3abc5,campus:0d2dc76d6bb3abc5,observation_supports_campus,1219,fractracker:1219,campus identity evidence,9.6.2
building:f5cc6d452fae143d,campus:e2e51fecf305d27a,campus:e2e51fecf305d27a,building_in_campus,im3-source:eddf0090530fc2ec,im3:eddf0090530fc2ec,source-native building observation,9.6.2
building:f5cc6d452fae143d,campus:e2e51fecf305d27a,campus:e2e51fecf305d27a,building_in_campus,osm-way-1276518684,gigawatt:osm-way-1276518684,source-native building observation,9.6.2
campus:e2e51fecf305d27a,campus:e2e51fecf305d27a,campus:e2e51fecf305d27a,observation_supports_campus,1220,fractracker:1220,campus identity evidence,9.6.2
campus:9179a27225691dbe,campus:9179a27225691dbe,campus:9179a27225691dbe,observation_supports_campus,1221,fractracker:1221,campus identity evidence,9.6.2
campus:e199dda61e3cbf00,campus:e199dda61e3cbf00,campus:e199dda61e3cbf00,observation_supports_campus,1225,fractracker:1225,campus identity evidence,9.6.2
campus:d2a7cb7da7aeb503,campus:d2a7cb7da7aeb503,campus:d2a7cb7da7aeb503,observation_supports_campus,1226,fractracker:1226,campus identity evidence,9.6.2
campus:b8110fa213abfcc7,campus:b8110fa213abfcc7,campus:b8110fa213abfcc7,observation_supports_campus,1227,fractracker:1227,campus identity evidence,9.6.2
campus:0f6804f824ef2d62,campus:0f6804f824ef2d62,campus:0f6804f824ef2d62,observation_supports_campus,1229,fractracker:1229,campus identity evidence,9.6.2
campus:31df85c95ce64c1f,campus:31df85c95ce64c1f,campus:31df85c95ce64c1f,observation_supports_campus,1230,fractracker:1230,campus identity evidence,9.6.2
campus:dc0f7442061755f8,campus:dc0f7442061755f8,campus:dc0f7442061755f8,observation_supports_campus,1234,fractracker:1234,campus identity evidence,9.6.2
campus:6b908689fc878ee0,campus:6b908689fc878ee0,campus:6b908689fc878ee0,observation_supports_campus,1235,fractracker:1235,campus identity evidence,9.6.2
campus:867b0e8769788cbd,campus:867b0e8769788cbd,campus:867b0e8769788cbd,observation_supports_campus,1236,fractracker:1236,campus identity evidence,9.6.2
campus:93d8f7b0012bd839,campus:93d8f7b0012bd839,campus:93d8f7b0012bd839,observation_supports_campus,1239,fractracker:1239,campus identity evidence,9.6.2
campus:750836fb450965ae,campus:750836fb450965ae,campus:750836fb450965ae,observation_supports_campus,1241,fractracker:1241,campus identity evidence,9.6.2
campus:d5971da50306b92a,campus:d5971da50306b92a,campus:d5971da50306b92a,observation_supports_campus,1242,fractracker:1242,campus identity evidence,9.6.2
campus:8863e3c5e2949bc8,campus:8863e3c5e2949bc8,campus:8863e3c5e2949bc8,observation_supports_campus,1243,fractracker:1243,campus identity evidence,9.6.2
campus:fc3cdc70062791fe,campus:fc3cdc70062791fe,campus:fc3cdc70062791fe,observation_supports_campus,1245,fractracker:1245,campus identity evidence,9.6.2
campus:2ed4853d38351358,campus:2ed4853d38351358,campus:2ed4853d38351358,observation_supports_campus,1250,fractracker:1250,campus identity evidence,9.6.2
