q_id,q_status,q_date,prop_date,ia_date,IA_phase_clean,county,state,region,project_name,utility,entity,developer,service,project_type,type_1,type_2,type_3,type_clean,Technology Group,mw_1,mw_2,mw_3,Generation MW,Storage MW,Queue MW,Queue Accounting,q_year,prop_year
266,active,2024-06-05 00:00:00,2028-06-01 00:00:00,,In Progress (unknown study),Hampton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
267,active,2024-06-05 00:00:00,2028-06-30 00:00:00,,In Progress (unknown study),Saluda,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,185.5,,,185.5,,185.5,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
268,active,2024-06-05 00:00:00,2027-12-31 00:00:00,,In Progress (unknown study),Richland,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,51.0,,,51.0,,51.0,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
270,active,2024-06-05 00:00:00,2029-12-31 00:00:00,,In Progress (unknown study),Williamsburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2024.0,2029.0
272,active,2024-06-05 00:00:00,2028-06-01 00:00:00,,In Progress (unknown study),Orangeburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,74.9,,,74.9,,74.9,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
278,active,2024-06-05 00:00:00,2028-06-30 00:00:00,,In Progress (unknown study),Williamsburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,149.5,,,149.5,,149.5,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
281,active,2024-06-05 00:00:00,2028-06-30 00:00:00,,In Progress (unknown study),Aiken,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,74.9,,,74.9,,74.9,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
282,active,2025-01-03 00:00:00,2030-09-01 00:00:00,,Cluster Study,Marion,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,120.0,,,120.0,,120.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
283,active,2025-02-10 00:00:00,2029-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,819.4,,,819.4,,819.4,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
284,active,2025-02-10 00:00:00,2029-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,819.4,,,819.4,,819.4,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
285,active,2025-02-10 00:00:00,2029-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,819.4,,,819.4,,819.4,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
286,active,2025-05-19 00:00:00,2027-11-30 00:00:00,,Cluster Study,Orangeburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,60.0,,,60.0,,60.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
287,active,2025-05-19 00:00:00,2027-03-01 00:00:00,,Cluster Study,Fairfield,SC,Southeast,,Santee Cooper,S-C,,ERIS,Generation,Solar,,,Solar,Solar,29.7,,,29.7,,29.7,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
288,active,2025-05-19 00:00:00,2030-12-31 00:00:00,,Cluster Study,Chester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
289,active,2025-05-19 00:00:00,2030-12-31 00:00:00,,Cluster Study,Chester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
290,active,2025-05-19 00:00:00,2030-12-31 00:00:00,,Cluster Study,Chester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
291,active,2025-05-19 00:00:00,2030-12-31 00:00:00,,Cluster Study,Chester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
292,active,2025-05-19 00:00:00,2030-03-01 00:00:00,,Cluster Study,Georgetown,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
293,active,2025-05-19 00:00:00,2028-01-31 00:00:00,,Cluster Study,Georgetown,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
294,active,2025-05-19 00:00:00,2028-01-31 00:00:00,,Cluster Study,Georgetown,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
295,active,2025-05-19 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
296,active,2025-05-19 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
297,active,2025-05-19 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
298,active,2025-05-19 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
299,active,2025-05-29 00:00:00,2027-12-31 00:00:00,,Cluster Study,Georgetown,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
300,active,2025-05-29 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,457.6,,,457.6,,457.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
301,active,2025-05-29 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,457.6,,,457.6,,457.6,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
302,active,2025-05-29 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,207.5,,,207.5,,207.5,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
303,active,2025-05-29 00:00:00,2032-12-31 00:00:00,,Cluster Study,Colleton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,207.5,,,207.5,,207.5,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
304,active,2025-05-29 00:00:00,2029-12-31 00:00:00,,Cluster Study,Aiken,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
305,active,2025-05-29 00:00:00,2029-12-31 00:00:00,,Cluster Study,Aiken,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
306,active,2025-05-29 00:00:00,2029-12-31 00:00:00,,Cluster Study,Aiken,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
307,active,2025-05-29 00:00:00,2029-12-31 00:00:00,,Cluster Study,Aiken,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Gas,,,Gas,Natural gas,55.6,,,55.6,,55.6,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
308,active,2025-05-29 00:00:00,2028-12-31 00:00:00,,Cluster Study,Berkeley,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,250.0,,,,250.0,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
309,active,2025-05-29 00:00:00,2028-12-31 00:00:00,,Cluster Study,Dorchester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,199.0,,,,199.0,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
310,active,2025-05-29 00:00:00,2028-12-31 00:00:00,,Cluster Study,Dorchester,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,199.0,,,,199.0,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
311,active,2025-05-29 00:00:00,2030-03-01 00:00:00,,Cluster Study,Lexington,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,60.0,,,60.0,,60.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
312,active,2025-06-02 00:00:00,2029-12-31 00:00:00,,Cluster Study,Williamsburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,74.9,,,,74.9,74.9,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
313,active,2025-06-02 00:00:00,2029-12-31 00:00:00,,Cluster Study,Williamsburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Battery,,,Battery,Battery storage,55.0,,,,55.0,55.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
316,active,2025-06-02 00:00:00,2028-12-31 00:00:00,,Cluster Study,Hampton,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
39,active,2015-06-23 00:00:00,2016-12-15 00:00:00,,Construction,Orangeburg,SC,Southeast,,Santee Cooper,S-C,,NRIS,Generation,Solar,,,Solar,Solar,42.0,,,42.0,,42.0,Submitted components; hybrid-storage imputation excluded,2015.0,2016.0
GenRep1,active,2025-11-14 00:00:00,2027-08-15 00:00:00,,In Progress (unknown study),Berkeley,SC,Southeast,,Santee Cooper,S-C,Santee Cooper,NRIS,Generation,Battery,,,Battery,Battery storage,300.0,,,,300.0,300.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
11,active,2015-08-11 00:00:00,2016-05-01 00:00:00,2017-03-24 00:00:00,IA Executed,,FL,Southeast,,Seminole Electric Cooperative,SEC,,,Generation,Solar,,,Solar,Solar,2.0,,,2.0,,2.0,Submitted components; hybrid-storage imputation excluded,2015.0,2016.0
20,suspended,2017-10-09 00:00:00,2019-07-01 00:00:00,,Facility Study,,FL,Southeast,,Seminole Electric Cooperative,SEC,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,74.5,,,74.5,,74.5,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
22,active,2018-08-30 00:00:00,2019-12-15 00:00:00,,System Impact Study,,FL,Southeast,,Seminole Electric Cooperative,SEC,,NRIS,Generation,Gas,,,Gas,Natural gas,136.0,,,136.0,,136.0,Submitted components; hybrid-storage imputation excluded,2018.0,2019.0
25-IC-1285,active,2025-03-21 00:00:00,2028-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,35.0,,,35.0,,35.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1286,active,2025-03-21 00:00:00,2028-10-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,35.0,,,35.0,,35.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1287,active,2025-03-21 00:00:00,2027-10-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
25-IC-1288,active,2025-03-21 00:00:00,2028-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1289,active,2025-03-21 00:00:00,2028-10-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1290,active,2025-03-21 00:00:00,2029-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1291,active,2025-03-21 00:00:00,2030-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1292,active,2025-03-21 00:00:00,2031-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1293,active,2025-03-21 00:00:00,2032-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
25-IC-1294,active,2025-03-21 00:00:00,2033-03-01 00:00:00,,Facility Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,13.5,,,13.5,,13.5,Submitted components; hybrid-storage imputation excluded,2025.0,2033.0
25-IC-1297,active,2025-03-31 00:00:00,2029-04-15 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,15.0,,,15.0,,15.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1298,active,2025-03-31 00:00:00,2030-10-15 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1299,active,2025-03-31 00:00:00,2028-04-15 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,15.0,,,15.0,,15.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1300,active,2025-03-31 00:00:00,2031-04-15 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1301,active,2025-03-28 00:00:00,2030-03-10 00:00:00,,Facility Study,Appling,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,60.0,,,60.0,,60.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1302,active,2025-03-28 00:00:00,2031-03-10 00:00:00,,Facility Study,Appling,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,65.0,,,65.0,,65.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1303,active,2025-03-28 00:00:00,2027-11-01 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
25-IC-1304,active,2025-03-28 00:00:00,2027-05-01 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,16.0,,,16.0,,16.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
25-IC-1306,active,2025-04-01 00:00:00,2030-05-05 00:00:00,,Cluster Study,Houston,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,15.0,,,15.0,,15.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1307,active,2025-04-01 00:00:00,2031-11-07 00:00:00,,Cluster Study,Houston,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1308,active,2025-04-01 00:00:00,2029-11-18 00:00:00,,Cluster Study,Houston,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,15.0,,,15.0,,15.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1309,active,2025-04-01 00:00:00,2031-05-15 00:00:00,,Cluster Study,Houston,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Nuclear,,,Nuclear,Nuclear,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1311,active,2025-04-02 00:00:00,2028-03-26 00:00:00,,Facility Study,Mcduffie,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,500.0,,,,500.0,500.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1312,active,2025-04-02 00:00:00,2028-03-01 00:00:00,,Facility Study,Coweta,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,250.0,,,,250.0,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1313,active,2025-04-08 00:00:00,2028-08-24 00:00:00,,Facility Study,Bartow,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,250.0,,,,250.0,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1314,active,2025-04-08 00:00:00,2028-08-24 00:00:00,,Facility Study,Floyd,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,192.5,,,,192.5,192.5,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1315,active,2025-04-08 00:00:00,2029-05-31 00:00:00,,Cluster Study,Mobile,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,295.0,,,295.0,,295.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1316,active,2025-04-11 00:00:00,2027-10-30 00:00:00,,Cluster Study,Kemper,MS,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,25.0,,,25.0,,25.0,Submitted components; hybrid-storage imputation excluded,2025.0,2027.0
25-IC-1317,active,2025-04-11 00:00:00,2029-05-01 00:00:00,,Cluster Study,Autauga,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,229.0,,,229.0,,229.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1318,active,2025-04-11 00:00:00,2031-02-01 00:00:00,,Cluster Study,Autauga,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,111.0,,,111.0,,111.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1319,active,2025-04-11 00:00:00,2032-08-01 00:00:00,,Cluster Study,Autauga,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,111.0,,,111.0,,111.0,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
25-IC-1320A,active,2025-04-11 00:00:00,2029-10-01 00:00:00,,Facility Study,Lee,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,240.0,,,240.0,,240.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1320B,active,2025-04-11 00:00:00,2034-03-01 00:00:00,,Facility Study,Lee,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,111.0,,,111.0,,111.0,Submitted components; hybrid-storage imputation excluded,2025.0,2034.0
25-IC-1321,active,2025-04-11 00:00:00,2029-03-01 00:00:00,,Cluster Study,Lee,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,111.0,,,111.0,,111.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1322,active,2025-04-11 00:00:00,2028-01-17 00:00:00,,Cluster Study,Taliaferro,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1323,active,2025-04-11 00:00:00,2028-01-17 00:00:00,,Facility Study,Dodge,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1324,active,2025-04-11 00:00:00,2029-08-01 00:00:00,,Facility Study,Dodge,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,120.0,,,120.0,,120.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1326,active,2025-04-11 00:00:00,2030-08-01 00:00:00,,Facility Study,Jasper,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1327,active,2025-04-11 00:00:00,2030-06-01 00:00:00,,Facility Study,Coweta,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,759.1,,,759.1,,759.1,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1329,active,2025-04-11 00:00:00,2030-06-01 00:00:00,,Facility Study,Putnam,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,759.1,,,759.1,,759.1,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1330,active,2025-04-11 00:00:00,2030-06-01 00:00:00,,Facility Study,Hancock,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,759.1,,,759.1,,759.1,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1333A,active,2025-04-11 00:00:00,2030-10-01 00:00:00,,Cluster Study,Heard,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,129.0,,,129.0,,129.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1333B,active,2025-04-11 00:00:00,2024-03-01 00:00:00,,Facility Study,Heard,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,129.0,,,129.0,,129.0,Submitted components; hybrid-storage imputation excluded,2025.0,2024.0
25-IC-1334,active,2025-04-11 00:00:00,2029-11-30 00:00:00,,Cluster Study,Effingham,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,250.0,,,,250.0,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1336,active,2025-04-14 00:00:00,2029-08-15 00:00:00,,Cluster Study,Clarke,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,93.0,,,93.0,,93.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1337,active,2025-04-14 00:00:00,2028-08-15 00:00:00,,Cluster Study,Wayne,MS,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1338,active,2025-04-14 00:00:00,2029-03-01 00:00:00,,Cluster Study,Marion,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1339,active,2025-04-14 00:00:00,2029-03-01 00:00:00,,Cluster Study,Hancock,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,165.0,,,165.0,,165.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1340,active,2025-04-14 00:00:00,2030-05-01 00:00:00,,Facility Study,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,175.0,,,175.0,,175.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1342,active,2025-04-14 00:00:00,2029-02-01 00:00:00,,Facility Study,Laurens,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,199.0,,,199.0,,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1343,active,2025-04-14 00:00:00,2028-04-17 00:00:00,,Facility Study,Laurens,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1344,active,2025-04-15 00:00:00,2028-11-01 00:00:00,,Cluster Study,Mobile,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,14.0,,,14.0,,14.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1347,active,2025-04-16 00:00:00,2028-05-31 00:00:00,,Cluster Study,Escambia,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,198.9,,,198.9,,198.9,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1354,active,2025-04-16 00:00:00,2029-07-30 00:00:00,,Cluster Study,Dale,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,91.0,,,91.0,,91.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1355,active,2025-04-16 00:00:00,2029-07-30 00:00:00,,Cluster Study,Jasper,MS,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,165.0,,,165.0,,165.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
