q_id,q_status,q_date,prop_date,ia_date,IA_phase_clean,county,state,region,project_name,utility,entity,developer,service,project_type,type_1,type_2,type_3,type_clean,Technology Group,mw_1,mw_2,mw_3,Generation MW,Storage MW,Queue MW,Queue Accounting,q_year,prop_year
25-IC-1356,active,2025-04-16 00:00:00,2029-02-01 00:00:00,,Facility Study,Greene,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,199.0,,,199.0,,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1357,active,2025-04-16 00:00:00,2029-07-30 00:00:00,,Cluster Study,Monroe,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,71.0,,,71.0,,71.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1358,active,2025-04-16 00:00:00,2029-01-10 00:00:00,,Cluster Study,Montgomery,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,199.0,,,,199.0,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1360,active,2025-04-16 00:00:00,2029-07-01 00:00:00,,Cluster Study,Sumter,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,75.0,,,75.0,,75.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1361,active,2025-04-17 00:00:00,2029-06-01 00:00:00,,Cluster Study,Cherokee,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,170.0,,,170.0,,170.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1365,active,2025-04-17 00:00:00,2029-07-27 00:00:00,,Cluster Study,Greene,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,195.0,,,195.0,,195.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1366,active,2025-04-17 00:00:00,2029-07-27 00:00:00,,Cluster Study,Dale,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,110.0,,,110.0,,110.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1368,active,2025-04-17 00:00:00,2029-03-01 00:00:00,,Cluster Study,Mobile,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1370,active,2025-04-17 00:00:00,2028-11-15 00:00:00,,Cluster Study,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,160.0,,,160.0,,160.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1372,active,2025-04-16 00:00:00,2030-03-10 00:00:00,,Facility Study,Elbert,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,79.0,,,79.0,,79.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1373,active,2025-04-17 00:00:00,2028-12-01 00:00:00,,Facility Study,Pike,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,120.0,,,120.0,,120.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1374,active,2025-04-17 00:00:00,2029-05-30 00:00:00,,Facility Study,Hancock,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1375,active,2025-04-17 00:00:00,2031-07-30 00:00:00,,Cluster Study,Jackson,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,325.0,,,,325.0,325.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1376,active,2025-04-17 00:00:00,2028-04-14 00:00:00,,Cluster Study,Baldwin,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,199.0,,,199.0,,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1379,active,2025-04-17 00:00:00,2028-10-15 00:00:00,,Cluster Study,Butler,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1380,active,2025-04-17 00:00:00,2028-10-15 00:00:00,,Cluster Study,Escambia,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
25-IC-1382,active,2025-04-17 00:00:00,2031-06-01 00:00:00,,Cluster Study,Mobile,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,707.0,,,707.0,,707.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
25-IC-1383,active,2025-04-17 00:00:00,2030-01-09 00:00:00,,Facility Study,Dougherty,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,199.0,,,199.0,,199.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1384,active,2025-04-17 00:00:00,2029-02-25 00:00:00,,Facility Study,Tift,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,88.0,,,88.0,,88.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
25-IC-1385,active,2025-04-17 00:00:00,2030-01-01 00:00:00,,Cluster Study,Hancock,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Battery,,,Battery,Battery storage,450.0,,,,450.0,450.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
25-IC-1387,active,2025-04-17 00:00:00,2028-06-15 00:00:00,,Facility Study,Sumter,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,92.0,,,92.0,,92.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
IC-1000,suspended,2021-12-03 00:00:00,2026-12-03 00:00:00,,,Baldwin,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
IC-1001,suspended,2021-12-08 00:00:00,2025-08-20 00:00:00,,,Early,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
IC-1002,suspended,2021-12-09 00:00:00,2025-01-01 00:00:00,,,Decatur,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,78.0,,,78.0,,78.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
IC-1005,suspended,2021-12-14 00:00:00,2026-10-01 00:00:00,,,Burke,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
IC-1006,suspended,2021-12-23 00:00:00,2026-01-15 00:00:00,,,Liberty,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
IC-1012,active,2020-10-15 00:00:00,,,System Impact Study,Autauga,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,27.0,,,27.0,,27.0,Submitted components; hybrid-storage imputation excluded,2020.0,
IC-1013,suspended,2022-01-27 00:00:00,2025-11-30 00:00:00,,,Oglethorpe,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
IC-1014,suspended,2022-01-28 00:00:00,2025-06-15 00:00:00,,,Jeff Davis,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,230.0,,,230.0,,230.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
IC-1015,suspended,2022-01-28 00:00:00,2027-09-30 00:00:00,,,Mitchell,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1035,suspended,2022-05-09 00:00:00,2025-11-15 00:00:00,,,Heard,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
IC-1036,suspended,2022-05-19 00:00:00,2027-01-15 00:00:00,,,Montgomery,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1037,suspended,2022-05-19 00:00:00,2026-04-13 00:00:00,,,Taliaferro,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1038,suspended,2022-05-19 00:00:00,2026-04-13 00:00:00,,,Ware,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,120.0,,,120.0,,120.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1039,suspended,2022-05-23 00:00:00,2026-08-15 00:00:00,,,Dallas,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1040,suspended,2022-06-29 00:00:00,2027-02-01 00:00:00,,,Hale,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,170.0,,,170.0,,170.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1042,suspended,2022-07-11 00:00:00,2026-03-31 00:00:00,,,Rockdale,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1043,suspended,2022-07-18 00:00:00,2030-02-01 00:00:00,,,Coosa,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
IC-1044,active,2022-07-20 00:00:00,2027-02-01 00:00:00,,IA Executed,Laurens,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1051,suspended,2022-08-21 00:00:00,2027-05-15 00:00:00,,,Escambia,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1052,suspended,2022-08-26 00:00:00,2026-06-01 00:00:00,,,Lee,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1053,suspended,2022-08-26 00:00:00,2027-03-30 00:00:00,,,Hale,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1054,suspended,2022-08-26 00:00:00,2027-02-01 00:00:00,,,Pike,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1055,active,2022-08-26 00:00:00,2027-10-01 00:00:00,,IA Executed,Coffee,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1059,suspended,2022-09-02 00:00:00,2027-03-31 00:00:00,,,Pike,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,420.0,,,420.0,,420.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1060,suspended,2022-09-07 00:00:00,2027-07-02 00:00:00,,,Marengo,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1061,suspended,2022-09-07 00:00:00,2027-04-02 00:00:00,,,Marengo,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1066,suspended,2022-09-09 00:00:00,2030-08-15 00:00:00,,,Dale,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
IC-1067,suspended,2022-09-09 00:00:00,2026-08-15 00:00:00,,,Treutlen,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,110.5,,,110.5,,110.5,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1068,active,2022-09-20 00:00:00,2027-07-01 00:00:00,,IA Executed,Emanuel,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,124.0,,,124.0,,124.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1071,active,2022-09-27 00:00:00,2027-06-01 00:00:00,,IA Executed,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,336.0,,,336.0,,336.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1072,suspended,2022-10-04 00:00:00,2027-07-02 00:00:00,,,Marengo,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1074,suspended,2022-10-05 00:00:00,2025-08-15 00:00:00,,,Turner,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,110.5,,,110.5,,110.5,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
IC-1075,suspended,2022-10-05 00:00:00,2027-07-15 00:00:00,,,Dallas,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1083,suspended,2022-10-26 00:00:00,2026-06-19 00:00:00,,,Marengo,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1084,suspended,2022-10-26 00:00:00,2027-08-09 00:00:00,,,Coweta,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,470.0,,,470.0,,470.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1086,suspended,2022-11-02 00:00:00,2026-07-15 00:00:00,,,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1087,suspended,2022-11-02 00:00:00,2026-07-15 00:00:00,,,Russell,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1088,active,2022-11-07 00:00:00,2027-06-01 00:00:00,,IA Executed,Lee,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1091,suspended,2022-11-17 00:00:00,2027-03-31 00:00:00,,,Mobile,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Battery,,,Battery,Battery storage,300.0,,,,300.0,300.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1094,active,2022-11-22 00:00:00,2028-06-01 00:00:00,,IA Executed,Irwin,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
IC-1097,active,2022-11-25 00:00:00,2028-05-20 00:00:00,,IA Executed,Emanuel,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
IC-1098,suspended,2022-11-25 00:00:00,2027-06-15 00:00:00,,,Taylor,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,225.0,,,225.0,,225.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1099,suspended,2022-11-29 00:00:00,2026-06-28 00:00:00,,,Pulaski,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1100,suspended,2022-11-29 00:00:00,2026-06-28 00:00:00,,,Pulaski,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1101,suspended,2022-12-06 00:00:00,2027-05-31 00:00:00,,,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1102,suspended,2022-12-12 00:00:00,2026-09-30 00:00:00,,,Montgomery,AL,Southeast,,Southern Company,SOCO,,NRIS,Generation,Battery,,,Battery,Battery storage,400.0,,,,400.0,400.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
IC-1103,active,2022-12-22 00:00:00,2027-07-01 00:00:00,,IA Executed,Emanuel,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,64.0,,,64.0,,64.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
IC-1113,suspended,2023-01-09 00:00:00,2027-11-01 00:00:00,,,Lamar,MS,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1116,active,2023-01-31 00:00:00,2027-08-15 00:00:00,,IA Executed,Carroll,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1121,suspended,2023-03-01 00:00:00,2027-09-30 00:00:00,,,Montgomery,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,79.9,,,79.9,,79.9,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1122,suspended,2023-03-01 00:00:00,2027-09-30 00:00:00,,,Montgomery,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,79.9,,,79.9,,79.9,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1127,active,2023-03-03 00:00:00,2027-03-31 00:00:00,,IA Executed,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,79.9,,,79.9,,79.9,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1128,active,2023-03-03 00:00:00,2027-03-31 00:00:00,,IA Executed,Perry,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,79.9,,,79.9,,79.9,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1132,suspended,2023-03-24 00:00:00,2027-07-01 00:00:00,,,Hale,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1136,suspended,2023-04-14 00:00:00,2027-09-01 00:00:00,,,Lincoln,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,105.0,,,105.0,,105.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1142,active,2023-05-30 00:00:00,2028-05-15 00:00:00,,IA Executed,Baldwin,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,183.0,,,183.0,,183.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
IC-1144,suspended,2023-06-09 00:00:00,2028-05-15 00:00:00,,,Bartow,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Battery,,,Battery,Battery storage,260.0,,,,260.0,260.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
IC-1145,active,2023-06-09 00:00:00,2028-11-06 00:00:00,,IA Executed,Jasper,MS,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,156.0,,,156.0,,156.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
IC-1146,suspended,2023-06-23 00:00:00,2029-01-15 00:00:00,,,Stone,MS,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,170.0,,,170.0,,170.0,Submitted components; hybrid-storage imputation excluded,2023.0,2029.0
IC-1147,suspended,2023-06-26 00:00:00,2030-10-01 00:00:00,,,Monroe,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2030.0
IC-1149,suspended,2023-07-14 00:00:00,2028-03-31 00:00:00,,,Mitchell,GA,Southeast,,Southern Company,SOCO,,NRIS,Generation,Solar,,,Solar,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
IC-1152,active,2023-07-18 00:00:00,2027-06-01 00:00:00,,IA Executed,Washington,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1153,suspended,2023-07-18 00:00:00,2027-04-01 00:00:00,,,Wilcox,GA,Southeast,,Southern Company,SOCO,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
IC-1158,suspended,2023-08-01 00:00:00,2028-11-01 00:00:00,,,Mobile,AL,Southeast,,Southern Company,SOCO,,ERIS,Generation,Gas,,,Gas,Natural gas,685.0,,,685.0,,685.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
